"year","country_name","v2lgqugen","v2x_polyarchy","wdi_gdpcapcur","Actor1Type","EventViolence","actor_ord","quota_ord"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,3,0,"Party","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,1,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,1,0,"State","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,1,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2006,"Mexico",3,0.672,9125.42262440559,2,0,"Citizens","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,2,1,"Citizens","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,4,1,"Armed Group","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,4,1,"Armed Group","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,4,1,"Armed Group","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,2,0,"Citizens","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,1,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,1,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,1,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,2,1,"Citizens","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,4,1,"Armed Group","Yes, strong sanct"
2009,"Mexico",3,0.647,8104.90757907686,1,0,"State","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,1,0,"State","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,1,0,"State","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,3,0,"Party","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,1,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,2,0,"Citizens","Yes, strong sanct"
2012,"Mexico",3,0.649,10376.0576664423,3,0,"Party","Yes, strong sanct"
1992,"Ghana",0,0.132,394.907037299072,2,1,"Citizens","No"
1992,"Ghana",0,0.132,394.907037299072,1,0,"State","No"
1993,"Ghana",0,0.453,358.470760447565,2,1,"Citizens","No"
1996,"Ghana",0,0.514,388.644968786731,2,1,"Citizens","No"
1996,"Ghana",0,0.514,388.644968786731,2,1,"Citizens","No"
1996,"Ghana",0,0.514,388.644968786731,2,1,"Citizens","No"
2000,"Ghana",0,0.64,253.389128238287,3,0,"Party","No"
2000,"Ghana",0,0.64,253.389128238287,2,1,"Citizens","No"
2000,"Ghana",0,0.64,253.389128238287,1,1,"State","No"
2000,"Ghana",0,0.64,253.389128238287,1,1,"State","No"
2000,"Ghana",0,0.64,253.389128238287,2,1,"Citizens","No"
2000,"Ghana",0,0.64,253.389128238287,1,1,"State","No"
2004,"Ghana",0,0.733,405.422648152147,3,1,"Party","No"
2004,"Ghana",0,0.733,405.422648152147,3,0,"Party","No"
2004,"Ghana",0,0.733,405.422648152147,2,1,"Citizens","No"
2004,"Ghana",0,0.733,405.422648152147,3,1,"Party","No"
2004,"Ghana",0,0.733,405.422648152147,3,1,"Party","No"
2004,"Ghana",0,0.733,405.422648152147,2,1,"Citizens","No"
2008,"Ghana",0,0.735,1178.92786830433,3,1,"Party","No"
2008,"Ghana",0,0.735,1178.92786830433,2,1,"Citizens","No"
2008,"Ghana",0,0.735,1178.92786830433,2,1,"Citizens","No"
2008,"Ghana",0,0.735,1178.92786830433,1,0,"State","No"
2008,"Ghana",0,0.735,1178.92786830433,2,0,"Citizens","No"
2008,"Ghana",0,0.735,1178.92786830433,2,1,"Citizens","No"
2012,"Ghana",0,0.778,1536.59184802508,3,0,"Party","No"
2012,"Ghana",0,0.778,1536.59184802508,2,1,"Citizens","No"
2012,"Ghana",0,0.778,1536.59184802508,1,0,"State","No"
1993,"South Africa",0,0.265,3461.37840011033,2,0,"Citizens","No"
1993,"South Africa",0,0.265,3461.37840011033,3,1,"Party","No"
1993,"South Africa",0,0.265,3461.37840011033,2,0,"Citizens","No"
1993,"South Africa",0,0.265,3461.37840011033,3,0,"Party","No"
1993,"South Africa",0,0.265,3461.37840011033,2,0,"Citizens","No"
1993,"South Africa",0,0.265,3461.37840011033,2,0,"Citizens","No"
1993,"South Africa",0,0.265,3461.37840011033,3,1,"Party","No"
1993,"South Africa",0,0.265,3461.37840011033,3,1,"Party","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,3,1,"Party","No"
1994,"South Africa",0,0.384,3547.94974989327,1,0,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,0,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,4,1,"Armed Group","No"
1994,"South Africa",0,0.384,3547.94974989327,1,0,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,0,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,0,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,0,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,1,0,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,1,1,"State","No"
1994,"South Africa",0,0.384,3547.94974989327,2,0,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1994,"South Africa",0,0.384,3547.94974989327,2,1,"Citizens","No"
1998,"South Africa",0,0.677,3336.42999098541,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,1,1,"State","No"
1999,"South Africa",0,0.719,3267.93061026305,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,1,1,"State","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,3,1,"Party","No"
1999,"South Africa",0,0.719,3267.93061026305,1,1,"State","No"
1999,"South Africa",0,0.719,3267.93061026305,1,1,"State","No"
1999,"South Africa",0,0.719,3267.93061026305,1,0,"State","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,1,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
1999,"South Africa",0,0.719,3267.93061026305,2,0,"Citizens","No"
2004,"South Africa",0,0.78,5268.2728672909,2,0,"Citizens","No"
2004,"South Africa",0,0.78,5268.2728672909,2,0,"Citizens","No"
2004,"South Africa",0,0.78,5268.2728672909,2,1,"Citizens","No"
2004,"South Africa",0,0.78,5268.2728672909,3,1,"Party","No"
2004,"South Africa",0,0.78,5268.2728672909,2,0,"Citizens","No"
2004,"South Africa",0,0.78,5268.2728672909,1,1,"State","No"
2004,"South Africa",0,0.78,5268.2728672909,3,0,"Party","No"
2008,"South Africa",0,0.785,6251.89483275936,3,0,"Party","No"
2009,"South Africa",0,0.778,6444.16706763545,3,1,"Party","No"
2009,"South Africa",0,0.778,6444.16706763545,2,1,"Citizens","No"
2009,"South Africa",0,0.778,6444.16706763545,2,0,"Citizens","No"
1990,"Albania",0,0.188,617.230435515505,2,1,"Citizens","No"
1990,"Albania",0,0.188,617.230435515505,2,1,"Citizens","No"
